Category	Prop._SNPs	Prop._h2	Prop._h2_std_error	Enrichment	Enrichment_std_error	Enrichment_p	Coefficient	Coefficient_std_error	Coefficient_z-score	group	trait
L2_7	0.1387572450256737	0.1299146455903302	0.0141347099558875	0.9362728812199512	0.1018664643656788	0.5300742793253763	2.119321079002904e-10	8.958926360115308e-10	0.2365597164006186	d7	1031
L2_8	0.1601005777567751	0.1595281610668749	0.0158682570729028	0.9964246431966672	0.0991143023669151	0.9712116520305182	4.864444036385888e-11	8.352605696475233e-10	0.0582386408882998	d5	1031
L2_9	0.0855516519522462	0.0505093989877614	0.0105739124272238	0.5903965363048171	0.1235968235087502	0.0008279934383266	-1.873452359422537e-09	9.628233124169058e-10	-1.9457904012728413	d10	1031
L2_10	0.1078515100838612	0.1061250996633392	0.0111395964628872	0.9839927097990604	0.1032864208783494	0.8769480787816979	1.264556633476029e-09	8.65769628575607e-10	1.460615609208329	d9	1031
L2_1	0.1569973221650353	0.1819813252309257	0.0124990993738576	1.1591364917653004	0.0796134558315498	0.0490504012919395	1.814803426855245e-10	1.1073214597626922e-09	0.1638912901809174	d2	1050
L2_2	0.1624380426692191	0.1651800012074336	0.0124970476806484	1.0168800269515563	0.0769342419749344	0.8265573177927483	-1.431019264031426e-09	1.0837874309466875e-09	-1.3203873962456194	d3	1050
L2_3	0.1317141515601244	0.1152701628221374	0.0091433017155002	0.8751539713598604	0.0694177626868479	0.0726841033980742	-2.972776115915825e-10	9.369238804905735e-10	-0.3172911031320152	d8	1050
L2_4	0.1575507380360094	0.1698627857709265	0.0118444385351082	1.078146557029159	0.0751785658560424	0.299331809427063	4.336806838896776e-10	1.0839423459161322e-09	0.4000957112927782	d6	1050
L2_5	0.1465600900764432	0.1669764948564429	0.0114940711129668	1.1393039862990733	0.0784256553538673	0.0776535332890208	-1.000917127559026e-09	1.064151754554074e-09	-0.9405774348212712	d1	1050
L2_6	0.1640202853169996	0.1768455640274839	0.0128819362293248	1.0781932471687703	0.0785386771180655	0.3202779184814939	3.253520949933242e-10	1.073222592893829e-09	0.3031543476139905	d4	1050
L2_7	0.1387572450256737	0.1467724632463684	0.0096643822009181	1.0577643222824995	0.0696495682018622	0.409142645072284	1.782602467868592e-09	1.0287731885799667e-09	1.7327458449117914	d7	1050
L2_8	0.1601005777567751	0.1719503328676266	0.01206693438144	1.0740144431511895	0.0753709608704354	0.3274470826802125	1.5169424847100064e-10	1.0281664594161862e-09	0.1475386082494227	d5	1050
L2_9	0.0855516519522462	0.0612405735056687	0.0099908711713925	0.7158315720174798	0.1167817446350337	0.0128445970353706	-6.811922137943801e-10	1.6433843463649663e-09	-0.4145057212581599	d10	1050
L2_10	0.1078515100838612	0.0823858231235126	0.0081566666111086	0.7638819619628187	0.0756286732078797	0.0022832681511612	-2.301603795370134e-09	1.1968359047097548e-09	-1.9230738201560704	d9	1050
L2_1	0.1569973221650353	0.1702120586672132	0.0163917196389194	1.0841717318483086	0.1044076383779879	0.42179115317639	-2.4035070597343647e-10	9.62681848814545e-10	-0.2496678484895155	d2	1060
L2_2	0.1624380426692191	0.177040709070109	0.0152353686493449	1.0898968379631733	0.0937918753451707	0.3377191959339137	8.787217213886026e-11	8.425284803399475e-10	0.1042957884383981	d3	1060
L2_3	0.1317141515601244	0.1335288514022083	0.0126898664252111	1.0137775616407896	0.0963439863894847	0.8863802859833022	6.938546257768731e-10	8.869328087901756e-10	0.7823079932326874	d8	1060
L2_4	0.1575507380360094	0.1673818985469697	0.015956467318746	1.0623999648209408	0.101278277192831	0.5361800184721555	1.5206512255411411e-10	9.31452860840484e-10	0.1632558435827876	d6	1060
L2_5	0.1465600900764432	0.1675133788571151	0.0151314978437808	1.1429672209517825	0.1032443268552065	0.1642432373083988	-3.004767453319703e-10	9.182396793714739e-10	-0.3272312796781377	d1	1060
L2_6	0.1640202853169996	0.1649244224236853	0.0145129609653328	1.0055123493105649	0.0884827199104298	0.950304639224541	-4.707811267155291e-10	7.96998421926988e-10	-0.5906926711062633	d4	1060
L2_7	0.1387572450256737	0.1492886249651628	0.0132380573456247	1.075897874287866	0.0954044406342556	0.4269262719513865	9.387545570989131e-10	8.988188083356772e-10	1.0444313674712529	d7	1060
L2_8	0.1601005777567751	0.1528798893096342	0.0157855984811049	0.954899048158898	0.0985980107147799	0.6483767411300186	-9.32261906553762e-10	8.821647621728968e-10	-1.0567888749687404	d5	1060
L2_9	0.0855516519522462	0.0565655770021121	0.0116965271235239	0.6611862624661682	0.1367188926994975	0.0106822518999293	-1.5881447995606303e-09	1.1570365242439043e-09	-1.3725969459766578	d10	1060
L2_10	0.1078515100838612	0.0981613977055389	0.013662145689975	0.910153206285312	0.1266755159881567	0.4779062620640302	-2.5560983520348736e-10	1.150993052912467e-09	-0.222077652472961	d9	1060
L2_1	0.1569973221650353	0.1803443402685474	0.0083279103747561	1.1487096581110456	0.0530449198745048	0.0054635664024284	6.18983335272233e-10	1.149643100241909e-09	0.5384134738354762	d2	1070
L2_2	0.1624380426692191	0.1712667706535727	0.0092836566316232	1.054351356611283	0.0571519853297423	0.343706646406051	-8.912470265909338e-10	1.2403277609395344e-09	-0.7185576705272033	d3	1070
L2_3	0.1317141515601244	0.1091728451908698	0.0086265436938091	0.8288619248405891	0.0654944331465504	0.0083597414688642	-2.156078208673377e-09	1.2961185619751903e-09	-1.663488412192532	d8	1070
L2_4	0.1575507380360094	0.163214649266133	0.0092086745121202	1.0359497600628762	0.0584489455708898	0.5386450224814796	-1.5114989146471548e-10	1.2368705086104463e-09	-0.1222034888959587	d6	1070
L2_5	0.1465600900764432	0.1751406087455262	0.008852613877865	1.1950088776158363	0.0604026230691293	0.0015039876137728	2.7001720821057853e-10	1.3133637297223241e-09	0.2055921007257194	d1	1070
L2_6	0.1640202853169996	0.1621723567672358	0.0094800215671759	0.988733536548895	0.0577978604832567	0.8455782652918342	-1.4348983125900055e-09	1.265691864469224e-09	-1.1336869208618476	d4	1070
L2_7	0.1387572450256737	0.1315214483351247	0.0101695851953597	0.9478528368791834	0.0732904807491539	0.4750593120514965	-7.88405900798116e-11	1.4797975679671411e-09	-0.0532779562464872	d7	1070
L2_8	0.1601005777567751	0.165143613770972	0.0089472161465113	1.0314991743618704	0.0558849710093111	0.5730431861325616	-4.65381525372304e-10	1.1684408691575034e-09	-0.3982927486162515	d5	1070
L2_9	0.0855516519522462	0.0660702510211827	0.0078081899978484	0.7722849239435174	0.0912687226917243	0.0124384146929155	-5.309817637545532e-10	1.7627844230628143e-09	-0.3012176400061327	d10	1070
L2_10	0.1078515100838612	0.0901293399923667	0.008608533591845	0.8356799077016687	0.0798183871987639	0.0382025788643634	-1.6906050187362812e-09	1.5440672918502795e-09	-1.0949037180305812	d9	1070
L2_1	0.1569973221650353	0.1528815078504019	0.010597289190082	0.9737841750555024	0.0674998085568755	0.6980578958606528	-2.9154414068805918e-09	1.397428753193698e-09	-2.0862898378308103	d2	1080
L2_2	0.1624380426692191	0.1634996696296078	0.0092956528793174	1.0065355808463567	0.0572258365501647	0.909198233710202	-1.519209998376973e-09	1.1494892522366078e-09	-1.3216391501016516	d3	1080
L2_3	0.1317141515601244	0.1091598672795612	0.008630777633607	0.8287633939602326	0.0655265780584503	0.0084320193739198	-2.0658308843835972e-09	1.223495784240969e-09	-1.6884658786668358	d8	1080
L2_4	0.1575507380360094	0.1882324338671063	0.0106384830635284	1.1947416826704065	0.0675241715535279	0.0046264800290896	3.223747585732465e-09	1.3871867393606012e-09	2.3239463687624307	d6	1080
L2_5	0.1465600900764432	0.1841293712216246	0.0112256505196804	1.2563404616194354	0.0765941840908078	0.0010595125834104	1.989785112497913e-09	1.5444112816727087e-09	1.2883777372714036	d1	1080
L2_6	0.1640202853169996	0.1519258532750695	0.0101493381543828	0.9262625838105616	0.0618785544407959	0.2325058545848876	-2.2141310319484884e-09	1.2341076143655095e-09	-1.7941150400298254	d4	1080
L2_7	0.1387572450256737	0.1303611508071318	0.0105013953656706	0.93949076881003	0.0756817805349737	0.4210662759765218	-1.7493044438154107e-10	1.4586936542482507e-09	-0.119922674560268	d7	1080
L2_8	0.1601005777567751	0.161381102569811	0.0102566953512602	1.0079982522922637	0.0640640745646913	0.9007198204463855	-6.933691081098773e-10	1.2891306878416755e-09	-0.5378578872175863	d5	1080
L2_9	0.0855516519522462	0.0748163738995432	0.0091222782101637	0.8745169987051185	0.1066288961346494	0.2346727033342385	1.6017746815162156e-09	1.993520834822273e-09	0.8034903139896289	d10	1080
L2_10	0.1078515100838612	0.0941517661827526	0.0094672389303103	0.8729758731198467	0.0877803094546284	0.144848215874724	-1.3053462841109599e-09	1.655598130575684e-09	-0.7884439224735444	d9	1080
L2_1	0.1569973221650353	0.1429340864848229	0.0183495158734124	0.9104237226070062	0.1168778907841716	0.4475347341103928	-1.209442769100562e-09	9.211539827334713e-10	-1.312964815623562	d2	1090
L2_2	0.1624380426692191	0.1536859550633847	0.0203640622831392	0.9461204563782096	0.1253651050487454	0.6664623341109763	-6.906433630064514e-10	9.44287372613441e-10	-0.7313910818218441	d3	1090
L2_3	0.1317141515601244	0.1330932068862237	0.0188869264410847	1.0104700619467586	0.1433932969037372	0.9417954406091358	1.4046457314197272e-09	1.102452478983824e-09	1.2741100031036687	d8	1090
L2_4	0.1575507380360094	0.1408640658637877	0.018885857034606	0.8940869945756277	0.1198715872107785	0.3743313362457938	-6.894542894222243e-10	9.39299909597368e-10	-0.7340086828260844	d6	1090
L2_5	0.1465600900764432	0.1303689580538279	0.017361036185717	0.8895256408878414	0.1184567788997797	0.3538619510121259	-1.8831048245736704e-09	8.95028109189628e-10	-2.1039616580072127	d1	1090
L2_6	0.1640202853169996	0.1587094085132982	0.0205978166364508	0.967620609893239	0.125580909682249	0.7961053921498406	-1.7826563115018866e-10	9.66894752196808e-10	-0.1843692198609671	d4	1090
L2_7	0.1387572450256737	0.0873089015762933	0.0182710618540823	0.6292204890644734	0.131676453007565	0.0027870193151271	-2.262384412143768e-09	9.648640490606255e-10	-2.3447701407741173	d7	1090
L2_8	0.1601005777567751	0.1864692111593381	0.0257690653333096	1.16470042626968	0.1609554799512219	0.3093003458405389	1.4103634879877271e-09	1.238529747373036e-09	1.1387400996860644	d5	1090
L2_9	0.0855516519522462	0.0739615950488586	0.016080273894892	0.8645256212018332	0.1879598292721205	0.4694981184177459	3.475035187491456e-10	1.3521623048580352e-09	0.2569983777100119	d10	1090
L2_10	0.1078515100838612	0.0987390562768563	0.0170939124142651	0.9155092608353896	0.1584948824636165	0.5909087427272278	1.8755644998526122e-10	1.2419438040663902e-09	0.151018467479093	d9	1090
L2_1	0.1569973221650353	0.1479154142047031	0.011721544946258	0.9421524658185866	0.0746607953856459	0.4408000174979667	-1.8614006013158622e-09	9.264463808282375e-10	-2.0091833049763563	d2	1100
L2_2	0.1624380426692191	0.1646858396222517	0.0123698042285638	1.0138378726811546	0.0761509066798662	0.8560032479922992	-5.412039391654421e-10	9.273332344555848e-10	-0.5836132245202773	d3	1100
L2_3	0.1317141515601244	0.1242786230753597	0.0118950151047864	0.9435479908825852	0.0903093172896963	0.5285765197998067	4.046692414795302e-10	1.0689449008676835e-09	0.3785688496676042	d8	1100
L2_4	0.1575507380360094	0.1756790283102769	0.0123992609996029	1.1150631885337414	0.0787001137168207	0.1396736527999719	1.0326577015157416e-09	9.434146456917483e-10	1.094595792244201	d6	1100
L2_5	0.1465600900764432	0.1497102116348986	0.0102672120793103	1.0214937201308514	0.0700546245158224	0.7591385159560401	-1.5381343060752802e-09	8.526715416346033e-10	-1.803900131493328	d1	1100
L2_6	0.1640202853169996	0.1517044764271068	0.0129520344842311	0.924912891926202	0.0789660526391533	0.3372133818030655	-1.3190901851305214e-09	9.380961943462006e-10	-1.406135312221208	d4	1100
L2_7	0.1387572450256737	0.1238697871100695	0.0106769825130238	0.892708608384019	0.0769472074128332	0.1591282749824354	-6.971957854563612e-10	8.930572647006207e-10	-0.7806842998921038	d7	1100
L2_8	0.1601005777567751	0.1910035247247377	0.0137120751147385	1.1930220827491973	0.0856466310544482	0.0253686050203894	2.1920376922768598e-09	1.0366451565379663e-09	2.1145496879544603	d5	1100
L2_9	0.0855516519522462	0.071912914597948	0.0091690184725228	0.8405789129365834	0.1071752358170808	0.1374450738438459	2.5124152354023924e-10	1.2471864677380795e-09	0.2014466401290382	d10	1100
L2_10	0.1078515100838612	0.1086247665550059	0.0107241465118542	1.007169639725429	0.0994343658564966	0.942555603658668	1.4749028897012515e-09	1.2250631714682391e-09	1.2039402734910225	d9	1100
L2_1	0.1569973221650353	0.1340346861446489	0.0241509049655585	0.8537386771715246	0.1538300439301196	0.3307670245260681	-1.745932700894041e-09	1.0690020640773207e-09	-1.633236042814374	d2	110001
L2_2	0.1624380426692191	0.1655240795716975	0.023930326257587	1.0189982398936104	0.1473197156550179	0.8972817121388359	-1.6801270252068928e-11	1.0415970489863132e-09	-0.0161302974777242	d3	110001
L2_3	0.1317141515601244	0.0882534721571806	0.0242559314064712	0.6700378897167705	0.1841558490045696	0.0624563291153656	-8.211640888354766e-10	1.1749864835423666e-09	-0.6988710936995796	d8	110001
L2_4	0.1575507380360094	0.1534785864206567	0.0206179746672505	0.9741533954958564	0.1308656177956977	0.8433396962130849	-1.6734508224768364e-11	9.86463956171703e-10	-0.0169641355064934	d6	110001
L2_5	0.1465600900764432	0.1926301599998379	0.0189901679668702	1.3143425328093437	0.1295725729764858	0.0147844767494253	1.4752228493861136e-09	8.918324116891826e-10	1.6541480552292953	d1	110001
L2_6	0.1640202853169996	0.1478299023417499	0.0223508130371871	0.9012903620795512	0.1362685901563336	0.4685848727638166	-5.911013564830833e-10	9.358181284408375e-10	-0.6316412757123168	d4	110001
L2_7	0.1387572450256737	0.1348174453837219	0.0204699836187187	0.9716065302303832	0.1475237103109914	0.8469943205278434	1.346175470132366e-09	9.71824020197774e-10	1.385204977603258	d7	110001
L2_8	0.1601005777567751	0.1769652822883646	0.0232458223932084	1.105338186581752	0.1451951187117105	0.4696037168457126	9.022080947113291e-10	1.0286975822267143e-09	0.8770391904279714	d5	110001
